ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
hsa04915,Estrogen signaling pathway,11/169,137/7431,2.7013119360456343e-4,8.254008693472771e-4,2.92247197759323e-4,11,kg,PCR,596/1956/5595/6654/2778/5567/5332/4893/9586/3306/5291,BCL2/EGFR/MAPK3/SOS1/GNAS/PRKACB/PLCB4/NRAS/CREB5/HSPA2/PIK3CB
hsa04630,Jak-STAT signaling pathway,12/169,162/7431,3.027293859630382e-4,9.123351357790192e-4,3.230277514241503e-4,12,kg,PCR,596/1956/6654/595/5618/53832/3559/8835/2057/8651/5291/6774,BCL2/EGFR/SOS1/CCND1/PRLR/IL20RA/IL2RA/SOCS2/EPOR/SOCS1/PIK3CB/STAT3
hsa05146,Amoebiasis,9/169,96/7431,3.127878778600501e-4,9.299099071515002e-4,3.292503977474211e-4,9,kg,PCR,3576/7124/2778/5567/5332/3918/3315/5291/3911,CXCL8/TNF/GNAS/PRKACB/PLCB4/LAMC2/HSPB1/PIK3CB/LAMA5
hsa04660,T cell receptor signaling pathway,9/169,101/7431,4.5723887950237317e-4,0.0013412340465402946,4.7488669590421917e-4,9,kg,PCR,3551/5534/5595/6654/7124/5532/4893/1019/5291,IKBKB/PPP3R1/MAPK3/SOS1/TNF/PPP3CB/NRAS/CDK4/PIK3CB
hsa04114,Oocyte meiosis,10/169,124/7431,4.960859651430333e-4,0.001417388471837238,5.018504637127062e-4,10,kg,PCR,3480/898/8454/6500/10459/5534/5595/5567/5532/9088,IGF1R/CCNE1/CUL1/SKP1/MAD2L2/PPP3R1/MAPK3/PRKACB/PPP3CB/PKMYT1
hsa05142,Chagas disease (American trypanosomiasis),9/169,102/7431,4.918593638513282e-4,0.001417388471837238,5.018504637127062e-4,9,kg,PCR,3551/5595/3576/7124/2778/5332/4088/5291/4615,IKBKB/MAPK3/CXCL8/TNF/GNAS/PLCB4/SMAD3/PIK3CB/MYD88
hsa04927,Cortisol synthesis and secretion,7/169,64/7431,5.798573462500728e-4,0.001635495079166872,5.790748127193709e-4,7,kg,PCR,776/5087/8912/2778/5567/5332/9586,CACNA1D/PBX1/CACNA1H/GNAS/PRKACB/PLCB4/CREB5
hsa03420,Nucleotide excision repair,6/169,47/7431,6.275962751748778e-4,0.0017477364625123181,6.188157809852226e-4,6,kg,PCR,5983/4331/1643/7507/57804/5424,RFC3/MNAT1/DDB2/XPA/POLD4/POLD1
hsa04140,Autophagy - animal,10/169,128/7431,6.37923894895241e-4,0.0017542907109619128,6.211364239769451e-4,10,kg,PCR,596/3480/3667/5595/22800/5567/4893/5563/5291/6794,BCL2/IGF1R/IRS1/MAPK3/RRAS2/PRKACB/NRAS/PRKAA2/PIK3CB/STK11
hsa04012,ErbB signaling pathway,8/169,85/7431,6.582452502010744e-4,0.0017660238420028826,6.252907383168101e-4,8,kg,PCR,2064/1956/5595/6654/5336/1027/4893/5291,ERBB2/EGFR/MAPK3/SOS1/PLCG2/CDKN1B/NRAS/PIK3CB
hsa04928,"Parathyroid hormone synthesis, secretion and action",9/169,106/7431,6.526011792859904e-4,0.0017660238420028826,6.252907383168101e-4,9,kg,PCR,2625/596/1956/5595/2778/5337/5567/5332/9586,GATA3/BCL2/EGFR/MAPK3/GNAS/PLD1/PRKACB/PLCB4/CREB5
hsa04659,Th17 cell differentiation,9/169,107/7431,6.988642654241583e-4,0.0018524113059435524,6.558776872718797e-4,9,kg,PCR,2625/3551/5534/5595/3559/3556/5532/4088/6774,GATA3/IKBKB/PPP3R1/MAPK3/IL2RA/IL1RAP/PPP3CB/SMAD3/STAT3
hsa05144,Malaria,6/169,49/7431,7.87262051642517e-4,0.002061876801920878,7.300425040294017e-4,6,kg,PCR,7060/4233/3082/3576/7124/4615,THBS4/MET/HGF/CXCL8/TNF/MYD88
hsa04540,Gap junction,8/169,88/7431,8.299243693146875e-4,0.002148039544108603,7.605498864307972e-4,8,kg,PCR,1956/5595/6654/80310/2778/5567/5332/4893,EGFR/MAPK3/SOS1/PDGFD/GNAS/PRKACB/PLCB4/NRAS
hsa04211,Longevity regulating pathway,8/169,89/7431,8.945427024174819e-4,0.0022883650526958842,8.102345162655283e-4,8,kg,PCR,3480/3667/5567/4893/5563/9586/5291/6794,IGF1R/IRS1/PRKACB/NRAS/PRKAA2/CREB5/PIK3CB/STK11
hsa05414,Dilated cardiomyopathy (DCM),8/169,90/7431,9.631392804931622e-4,0.002435524617339031,8.623388597276952e-4,8,kg,PCR,3691/776/3696/7124/2778/5567/3655/781,ITGB4/CACNA1D/ITGB8/TNF/GNAS/PRKACB/ITGA6/CACNA2D1
hsa04910,Insulin signaling pathway,10/169,137/7431,0.0010821632209939611,0.002705408052484903,9.578956740855637e-4,10,kg,PCR,3551/3667/5595/6654/8835/5567/4893/5563/8651/5291,IKBKB/IRS1/MAPK3/SOS1/SOCS2/PRKACB/NRAS/PRKAA2/SOCS1/PIK3CB
hsa05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),7/169,72/7431,0.00118105062865287,0.002919450992175634,0.001033681212540655,7,kg,PCR,83439/3691/776/51176/3696/3655/781,TCF7L1/ITGB4/CACNA1D/LEF1/ITGB8/ITGA6/CACNA2D1
hsa04064,NF-kappa B signaling pathway,8/169,95/7431,0.0013720903980449478,0.0033539987507765394,0.001187540227547674,8,kg,PCR,596/3551/3576/5336/7124/7128/6850/4615,BCL2/IKBKB/CXCL8/PLCG2/TNF/TNFAIP3/SYK/MYD88
hsa04071,Sphingolipid signaling pathway,9/169,118/7431,0.0014085735482150003,0.0034053426440362644,0.0012057194050654717,9,kg,PCR,596/5595/637/7124/5881/5337/5332/4893/5291,BCL2/MAPK3/BID/TNF/RAC3/PLD1/PLCB4/NRAS/PIK3CB
hsa04722,Neurotrophin signaling pathway,9/169,119/7431,0.0014946450788576903,0.0035741512755292594,0.0012654889683692114,9,kg,PCR,596/3551/3667/5595/6654/4214/5336/4893/5291,BCL2/IKBKB/IRS1/MAPK3/SOS1/MAP3K1/PLCG2/NRAS/PIK3CB
hsa04024,cAMP signaling pathway,12/169,198/7431,0.0017929965332115195,0.004152202497963519,0.0014701578222454563,12,kg,PCR,776/5595/22800/6662/5727/2778/5881/5337/5567/2737/9586/5291,CACNA1D/MAPK3/RRAS2/SOX9/PTCH1/GNAS/RAC3/PLD1/PRKACB/GLI3/CREB5/PIK3CB
hsa04914,Progesterone-mediated oocyte maturation,8/169,99/7431,0.0017898757240878782,0.004152202497963519,0.0014701578222454563,8,kg,PCR,3480/993/10459/5595/890/5567/9088/5291,IGF1R/CDC25A/MAD2L2/MAPK3/CCNA2/PRKACB/PKMYT1/PIK3CB
hsa05231,Choline metabolism in cancer,8/169,99/7431,0.0017898757240878782,0.004152202497963519,0.0014701578222454563,8,kg,PCR,1956/5595/6654/80310/5881/5337/4893/5291,EGFR/MAPK3/SOS1/PDGFD/RAC3/PLD1/NRAS/PIK3CB
hsa03440,Homologous recombination,5/169,41/7431,0.002215358013482405,0.005076862114230511,0.0017975492653256357,5,kg,PCR,675/10111/57804/5424/83990,BRCA2/RAD50/POLD4/POLD1/BRIP1
hsa04380,Osteoclast differentiation,9/169,128/7431,0.00247569132141805,0.005614970007339907,0.001988075504991163,9,kg,PCR,3551/5534/5595/5336/7124/5532/8651/6850/5291,IKBKB/PPP3R1/MAPK3/PLCG2/TNF/PPP3CB/SOCS1/SYK/PIK3CB
hsa05410,Hypertrophic cardiomyopathy (HCM),7/169,83/7431,0.00270219307428928,0.0060661477177922606,0.0021478226369216614,7,kg,PCR,3691/776/3696/7124/3655/5563/781,ITGB4/CACNA1D/ITGB8/TNF/ITGA6/PRKAA2/CACNA2D1
hsa03450,Non-homologous end-joining,3/169,13/7431,0.0027941560884770754,0.006209235752171279,0.002198485385936242,3,kg,PCR,10111/2237/5591,RAD50/FEN1/PRKDC
hsa05160,Hepatitis C,9/169,131/7431,0.002897593067183242,0.006374704747803133,0.0022570724944374725,9,kg,PCR,3551/1956/5595/6654/3576/7124/4893/5291/6774,IKBKB/EGFR/MAPK3/SOS1/CXCL8/TNF/NRAS/PIK3CB/STAT3
hsa04810,Regulation of actin cytoskeleton,12/169,214/7431,0.003417403612219536,0.00743847564191694,0.002633718648334228,12,kg,PCR,3691/1956/5595/6654/22800/3696/80310/5881/4893/3655/2261/5291,ITGB4/EGFR/MAPK3/SOS1/RRAS2/ITGB8/PDGFD/RAC3/NRAS/ITGA6/FGFR3/PIK3CB
hsa04924,Renin secretion,6/169,65/7431,0.003448747797616036,0.00743847564191694,0.002633718648334228,6,kg,PCR,776/5534/2778/5567/5532/5332,CACNA1D/PPP3R1/GNAS/PRKACB/PPP3CB/PLCB4
hsa04725,Cholinergic synapse,8/169,112/7431,0.00387635101143893,0.008279584684626841,0.0029315275916860584,8,kg,PCR,596/776/5595/5567/5332/4893/9586/5291,BCL2/CACNA1D/MAPK3/PRKACB/PLCB4/NRAS/CREB5/PIK3CB
hsa04720,Long-term potentiation,6/169,67/7431,0.004014487283187843,0.008492184637512744,0.0030068022161528376,6,kg,PCR,5534/5595/5567/5532/5332/4893,PPP3R1/MAPK3/PRKACB/PPP3CB/PLCB4/NRAS
hsa04724,Glutamatergic synapse,8/169,114/7431,0.004318374236017063,0.008969836263454298,0.0031759228875388426,8,kg,PCR,776/5534/5595/2778/5337/5567/5532/5332,CACNA1D/PPP3R1/MAPK3/GNAS/PLD1/PRKACB/PPP3CB/PLCB4
hsa05031,Amphetamine addiction,6/169,68/7431,0.004321830199664344,0.008969836263454298,0.0031759228875388426,6,kg,PCR,776/5534/2778/5567/5532/9586,CACNA1D/PPP3R1/GNAS/PRKACB/PPP3CB/CREB5
hsa04920,Adipocytokine signaling pathway,6/169,69/7431,0.004646221551332354,0.009552978890589885,0.00338239443973039,6,kg,PCR,3551/3667/7124/5563/6774/6794,IKBKB/IRS1/TNF/PRKAA2/STAT3/STK11
hsa05014,Amyotrophic lateral sclerosis (ALS),5/169,51/7431,0.005787604826183492,0.011789565386670078,0.0041742958785339025,5,kg,PCR,596/5534/637/7124/5532,BCL2/PPP3R1/BID/TNF/PPP3CB
hsa04152,AMPK signaling pathway,8/169,120/7431,0.0058800569702000495,0.011868004893981751,0.004202068718443299,8,kg,PCR,3480/3667/595/890/5563/9586/5291/6794,IGF1R/IRS1/CCND1/CCNA2/PRKAA2/CREB5/PIK3CB/STK11
hsa03410,Base excision repair,4/169,33/7431,0.006315502754459945,0.01263100550891989,0.0044722220462204395,4,kg,PCR,5423/2237/57804/5424,POLB/FEN1/POLD4/POLD1
hsa04390,Hippo signaling pathway,9/169,154/7431,0.00832971923231301,0.016509353433413174,0.005845417005131937,9,kg,PCR,658/83439/51176/595/7473/4088/654/2535/4771,BMPR1B/TCF7L1/LEF1/CCND1/WNT3/SMAD3/BMP6/FZD2/NF2
hsa04020,Calcium signaling pathway,10/169,182/7431,0.008422620654112511,0.016544433427721002,0.005857837672972987,10,kg,PCR,2064/776/1956/5534/8912/5336/2778/5567/5532/5332,ERBB2/CACNA1D/EGFR/PPP3R1/CACNA1H/PLCG2/GNAS/PRKACB/PPP3CB/PLCB4
hsa04922,Glucagon signaling pathway,7/169,103/7431,0.008841932741154527,0.01721438232791147,0.006095044460600232,7,kg,PCR,5534/2778/5567/5532/5332/5563/9586,PPP3R1/GNAS/PRKACB/PPP3CB/PLCB4/PRKAA2/CREB5
hsa04960,Aldosterone-regulated sodium reabsorption,4/169,37/7431,0.00950218666660417,0.018337553216253664,0.006492722191400817,4,kg,PCR,3667/5595/2810/5291,IRS1/MAPK3/SFN/PIK3CB
hsa00310,Lysine degradation,5/169,59/7431,0.01066937115308273,0.020235014255846555,0.007164550502070072,5,kg,PCR,79723/2146/8085/58508/54904,SUV39H2/EZH2/KMT2D/KMT2C/NSD3
hsa04512,ECM-receptor interaction,6/169,82/7431,0.01066462369734642,0.020235014255846555,0.007164550502070072,6,kg,PCR,3691/7060/3696/3655/3918/3911,ITGB4/THBS4/ITGB8/ITGA6/LAMC2/LAMA5
hsa04931,Insulin resistance,7/169,107/7431,0.010793922852030643,0.02029626519185249,0.007186237436349686,7,kg,PCR,3551/3667/7124/5563/9586/5291/6774,IKBKB/IRS1/TNF/PRKAA2/CREB5/PIK3CB/STAT3
hsa04730,Long-term depression,5/169,60/7431,0.011430721956292359,0.021311515511731514,0.0075457040567853215,5,kg,PCR,3480/5595/2778/5332/4893,IGF1R/MAPK3/GNAS/PLCB4/NRAS
hsa04120,Ubiquitin mediated proteolysis,8/169,137/7431,0.012656943899935996,0.023204397149882657,0.008215910952590033,8,kg,PCR,6502/8454/6500/4214/1643/23624/8651/55294,SKP2/CUL1/SKP1/MAP3K1/DDB2/CBLC/SOCS1/FBXW7
hsa04371,Apelin signaling pathway,8/169,137/7431,0.012656943899935996,0.023204397149882657,0.008215910952590033,8,kg,PCR,5595/595/22800/5567/5332/4893/5563/4088,MAPK3/CCND1/RRAS2/PRKACB/PLCB4/NRAS/PRKAA2/SMAD3
hsa05418,Fluid shear stress and atherosclerosis,8/169,139/7431,0.013725469062845413,0.02495539829608257,0.008835882650287608,8,kg,PCR,658/596/3551/7124/5881/7422/5563/5291,BMPR1B/BCL2/IKBKB/TNF/RAC3/VEGFA/PRKAA2/PIK3CB
hsa04530,Tight junction,9/169,170/7431,0.015266015540955578,0.027528880483690385,0.00974706773106741,9,kg,PCR,2064/776/595/4214/5567/5563/1019/6794/4771,ERBB2/CACNA1D/CCND1/MAP3K1/PRKACB/PRKAA2/CDK4/STK11/NF2
hsa05010,Alzheimer's disease,9/169,171/7431,0.01580885932848562,0.028047976227958356,0.009930862396502,9,kg,PCR,4137/776/83464/5534/5595/637/7124/5532/5332,MAPT/CACNA1D/APH1B/PPP3R1/MAPK3/BID/TNF/PPP3CB/PLCB4
hsa05131,Shigellosis,5/169,65/7431,0.015795549237255763,0.028047976227958356,0.009930862396502,5,kg,PCR,3551/10459/5595/3576/7307,IKBKB/MAD2L2/MAPK3/CXCL8/U2AF1
hsa04261,Adrenergic signaling in cardiomyocytes,8/169,144/7431,0.016683898824823944,0.02936366193169014,0.010396703267679764,8,kg,PCR,596/776/5595/2778/5567/5332/781/9586,BCL2/CACNA1D/MAPK3/GNAS/PRKACB/PLCB4/CACNA2D1/CREB5
hsa05120,Epithelial cell signaling in Helicobacter pylori infection,5/169,68/7431,0.018885815091930352,0.03297523270019585,0.011675441243131546,5,kg,PCR,3551/1956/4233/3576/5336,IKBKB/EGFR/MET/CXCL8/PLCG2
hsa04611,Platelet activation,7/169,123/7431,0.021788505740409858,0.03691375038938705,0.013069940329256659,7,kg,PCR,5595/5336/2778/5567/5332/6850/5291,MAPK3/PLCG2/GNAS/PRKACB/PLCB4/SYK/PIK3CB
hsa04713,Circadian entrainment,6/169,96/7431,0.021812670684637804,0.03691375038938705,0.013069940329256659,6,kg,PCR,776/5595/8912/2778/5567/5332,CACNA1D/MAPK3/CACNA1H/GNAS/PRKACB/PLCB4
hsa04925,Aldosterone synthesis and secretion,6/169,96/7431,0.021812670684637804,0.03691375038938705,0.013069940329256659,6,kg,PCR,776/8912/2778/5567/5332/9586,CACNA1D/CACNA1H/GNAS/PRKACB/PLCB4/CREB5
hsa05034,Alcoholism,9/169,180/7431,0.021352440672465275,0.03691375038938705,0.013069940329256659,9,kg,PCR,3066/3014/5595/6654/79885/2778/4893/9586/8358,HDAC2/H2AFX/MAPK3/SOS1/HDAC11/GNAS/NRAS/CREB5/HIST1H3B
hsa04640,Hematopoietic cell lineage,6/169,97/7431,0.022827688540602596,0.038046147567670996,0.013470884784725613,6,kg,PCR,4254/7124/3559/3655/2057/3815,KITLG/TNF/IL2RA/ITGA6/EPOR/KIT
hsa04750,Inflammatory mediator regulation of TRP channels,6/169,97/7431,0.022827688540602596,0.038046147567670996,0.013470884784725613,6,kg,PCR,5336/2778/3556/5567/5332/5291,PLCG2/GNAS/IL1RAP/PRKACB/PLCB4/PIK3CB
hsa04913,Ovarian steroidogenesis,4/169,49/7431,0.024727163201364984,0.040902074468423276,0.014482074213700109,4,kg,PCR,3480/2778/5567/654,IGF1R/GNAS/PRKACB/BMP6
hsa04062,Chemokine signaling pathway,9/169,185/7431,0.02497787997394362,0.04100845965871341,0.014519741697343503,9,kg,PCR,3551/5595/6654/3576/5567/5332/4893/5291/6774,IKBKB/MAPK3/SOS1/CXCL8/PRKACB/PLCB4/NRAS/PIK3CB/STAT3
hsa04620,Toll-like receptor signaling pathway,6/169,104/7431,0.03083122702260697,0.05024348107387802,0.01778955789218648,6,kg,PCR,3551/5595/3576/7124/5291/4615,IKBKB/MAPK3/CXCL8/TNF/PIK3CB/MYD88
hsa04710,Circadian rhythm,3/169,31/7431,0.032593420885379934,0.05272465143223225,0.018668058401842994,3,kg,PCR,8454/6500/5563,CUL1/SKP1/PRKAA2
hsa04923,Regulation of lipolysis in adipocytes,4/169,54/7431,0.03384668702422375,0.05435234412649069,0.01924437064765699,4,kg,PCR,3667/2778/5567/5291,IRS1/GNAS/PRKACB/PIK3CB
hsa04210,Apoptosis,7/169,136/7431,0.03514354631311129,0.056025943397713655,0.019836936896798135,7,kg,PCR,596/3551/5595/637/7124/4893/5291,BCL2/IKBKB/MAPK3/BID/TNF/NRAS/PIK3CB
hsa05134,Legionellosis,4/169,55/7431,0.03587617276909163,0.056782431720864446,0.020104784437052485,4,kg,PCR,3576/7124/3306/4615,CXCL8/TNF/HSPA2/MYD88
hsa04621,NOD-like receptor signaling pathway,8/169,168/7431,0.037466433176547555,0.058875823563146155,0.020845985376424955,8,kg,PCR,596/3551/5595/3576/7124/5332/7128/4615,BCL2/IKBKB/MAPK3/CXCL8/TNF/PLCB4/TNFAIP3/MYD88
hsa04668,TNF signaling pathway,6/169,110/7431,0.03900023323528973,0.06085142774300525,0.021545481593217168,6,kg,PCR,3551/5595/7124/9586/7128/5291,IKBKB/MAPK3/TNF/CREB5/TNFAIP3/PIK3CB
hsa05164,Influenza A,8/169,171/7431,0.0409228570589365,0.0634016095279298,0.022448416770654567,8,kg,PCR,3551/5595/3576/7124/7113/3306/5291/4615,IKBKB/MAPK3/CXCL8/TNF/TMPRSS2/HSPA2/PIK3CB/MYD88
hsa04911,Insulin secretion,5/169,85/7431,0.04383723054393859,0.06744189314452091,0.023878947811935634,5,kg,PCR,776/2778/5567/5332/9586,CACNA1D/GNAS/PRKACB/PLCB4/CREB5
hsa05020,Prion diseases,3/169,35/7431,0.044453535641118806,0.06744674373135266,0.023880665244593768,3,kg,PCR,4851/5595/5567,NOTCH1/MAPK3/PRKACB
hsa05143,African trypanosomiasis,3/169,35/7431,0.044453535641118806,0.06744674373135266,0.023880665244593768,3,kg,PCR,7124/5332/4615,TNF/PLCB4/MYD88
hsa04726,Serotonergic synapse,6/169,115/7431,0.046772381417271726,0.07047893090273821,0.024954262616280514,6,kg,PCR,776/5595/2778/5567/5332/4893,CACNA1D/MAPK3/GNAS/PRKACB/PLCB4/NRAS
hsa05152,Tuberculosis,8/169,179/7431,0.0511608921834269,0.07656732163506066,0.02710996077030856,8,kg,PCR,596/5534/5595/637/7124/5532/6850/4615,BCL2/PPP3R1/MAPK3/BID/TNF/PPP3CB/SYK/MYD88
hsa04932,Non-alcoholic fatty liver disease (NAFLD),7/169,149/7431,0.05306550633805593,0.07888115807008313,0.027929213862134702,7,kg,PCR,3551/3667/3576/637/7124/5563/5291,IKBKB/IRS1/CXCL8/BID/TNF/PRKAA2/PIK3CB
hsa04666,Fc gamma R-mediated phagocytosis,5/169,91/7431,0.05586631733667257,0.08248717996018769,0.029205987162937267,5,kg,PCR,5595/5336/5337/6850/5291,MAPK3/PLCG2/PLD1/SYK/PIK3CB
hsa04657,IL-17 signaling pathway,5/169,93/7431,0.060260034744601655,0.08779607711134016,0.031085692374350105,5,kg,PCR,3551/5595/3576/7124/7128,IKBKB/MAPK3/CXCL8/TNF/TNFAIP3
hsa05321,Inflammatory bowel disease (IBD),4/169,65/7431,0.05996925215244968,0.08779607711134016,0.031085692374350105,4,kg,PCR,2625/7124/4088/6774,GATA3/TNF/SMAD3/STAT3
hsa04622,RIG-I-like receptor signaling pathway,4/169,70/7431,0.0745676356350131,0.10792684105067686,0.038213331281100896,4,kg,PCR,3551/4214/3576/7124,IKBKB/MAP3K1/CXCL8/TNF
hsa04022,cGMP-PKG signaling pathway,7/169,163/7431,0.07784721300239504,0.11049281845501233,0.039121859165889526,7,kg,PCR,776/3667/5534/5595/5532/5332/9586,CACNA1D/IRS1/PPP3R1/MAPK3/PPP3CB/PLCB4/CREB5
hsa04728,Dopaminergic synapse,6/169,131/7431,0.07774021821553265,0.11049281845501233,0.039121859165889526,6,kg,PCR,776/2778/5567/5532/5332/9586,CACNA1D/GNAS/PRKACB/PPP3CB/PLCB4/CREB5
hsa04962,Vasopressin-regulated water reabsorption,3/169,44/7431,0.07773604150460522,0.11049281845501233,0.039121859165889526,3,kg,PCR,2778/5567/9586,GNAS/PRKACB/CREB5
hsa04918,Thyroid hormone synthesis,4/169,74/7431,0.08742216033474856,0.12328766201054285,0.04365209085540751,4,kg,PCR,2778/5567/5332/9586,GNAS/PRKACB/PLCB4/CREB5
hsa04961,Endocrine and other factor-regulated calcium reabsorption,3/169,47/7431,0.09068821718394011,0.12707903044883329,0.04499448924982614,3,kg,PCR,2778/5567/5332,GNAS/PRKACB/PLCB4
hsa05133,Pertussis,4/169,76/7431,0.09422705552267839,0.1312022292087927,0.046454377805984014,4,kg,PCR,5595/3576/7124/4615,MAPK3/CXCL8/TNF/MYD88
hsa05030,Cocaine addiction,3/169,49/7431,0.09978931738596412,0.13807326933906985,0.04888718627316349,3,kg,PCR,2778/5567/9586,GNAS/PRKACB/CREB5
hsa05110,Vibrio cholerae infection,3/169,50/7431,0.10447277834559619,0.14365007022519477,0.05086174735246131,3,kg,PCR,5336/2778/5567,PLCG2/GNAS/PRKACB
hsa04060,Cytokine-cytokine receptor interaction,10/169,294/7431,0.1323650505353157,0.18087149762589722,0.06404062595366695,10,kg,PCR,658/3576/91/7124/5618/53832/3559/3556/2057/654,BMPR1B/CXCL8/ACVR1B/TNF/PRLR/IL20RA/IL2RA/IL1RAP/EPOR/BMP6
hsa04270,Vascular smooth muscle contraction,5/169,121/7431,0.14109932630947797,0.19161636906225404,0.0678450301942909,5,kg,PCR,776/5595/2778/5567/5332,CACNA1D/MAPK3/GNAS/PRKACB/PLCB4
hsa04714,Thermogenesis,8/169,229/7431,0.15041711159583,0.20177905214074757,0.07144330075796802,8,kg,PCR,6654/6598/6597/2778/5567/4893/5563/9586,SOS1/SMARCB1/SMARCA4/GNAS/PRKACB/NRAS/PRKAA2/CREB5
hsa05416,Viral myocarditis,3/169,59/7431,0.15017397443306793,0.20177905214074757,0.07144330075796802,3,kg,PCR,595/637/5881,CCND1/BID/RAC3
hsa01523,Antifolate resistance,2/169,31/7431,0.15610746460174132,0.20814328613565508,0.07369666590449032,2,kg,PCR,3551/7124,IKBKB/TNF
hsa04217,Necroptosis,6/169,162/7431,0.16339344772759803,0.21654553313296127,0.0766716241714791,6,kg,PCR,596/3014/637/7124/7128/6774,BCL2/H2AFX/BID/TNF/TNFAIP3/STAT3
hsa04215,Apoptosis - multiple species,2/169,33/7431,0.17227645780378134,0.2269510222564784,0.08035586433961436,2,kg,PCR,596/637,BCL2/BID
hsa04137,Mitophagy - animal,3/169,65/7431,0.18359724853500353,0.2404249683196475,0.08512654380695651,3,kg,PCR,22800/4893/1869,RRAS2/NRAS/E2F1
hsa04144,Endocytosis,8/169,244/7431,0.19140346113470758,0.24916426893275542,0.0882208416316933,8,kg,PCR,3480/1956/3559/5337/23624/4088/3306/2261,IGF1R/EGFR/IL2RA/PLD1/CBLC/SMAD3/HSPA2/FGFR3
hsa00562,Inositol phosphate metabolism,3/169,73/7431,0.23079098298168904,0.2986706838586564,0.1057494287346439,3,kg,PCR,5336/5332/5291,PLCG2/PLCB4/PIK3CB
hsa05100,Bacterial invasion of epithelial cells,3/169,74/7431,0.2368488205583204,0.30294616583040984,0.10726323574856615,3,kg,PCR,4233/10459/5291,MET/MAD2L2/PIK3CB
hsa05140,Leishmaniasis,3/169,74/7431,0.2368488205583204,0.30294616583040984,0.10726323574856615,3,kg,PCR,5595/7124/4615,MAPK3/TNF/MYD88
hsa04971,Gastric acid secretion,3/169,75/7431,0.2429344482692743,0.30893398045803666,0.10938332322437662,3,kg,PCR,2778/5567/5332,GNAS/PRKACB/PLCB4
hsa05168,Herpes simplex infection,6/169,185/7431,0.2448416995308766,0.30956996492409683,0.10960850432719217,6,kg,PCR,6502/3551/8454/6500/7124/4615,SKP2/IKBKB/CUL1/SKP1/TNF/MYD88
hsa04973,Carbohydrate digestion and absorption,2/169,44/7431,0.26444983395961075,0.3324512198349392,0.11771000128127034,2,kg,PCR,776/5291,CACNA1D/PIK3CB
hsa00270,Cysteine and methionine metabolism,2/169,45/7431,0.27293786655946517,0.3411723331993315,0.12079785960167716,2,kg,PCR,1788/1786,DNMT3A/DNMT1
hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate,1/169,14/7431,0.27556096099439886,0.3425051492585749,0.12126976576619396,1,kg,PCR,2530,FUT8
hsa05132,Salmonella infection,3/169,86/7431,0.3111181233615572,0.38452801763787964,0.13614867610145023,3,kg,PCR,5595/3576/4615,MAPK3/CXCL8/MYD88
hsa04970,Salivary secretion,3/169,90/7431,0.3361690624999448,0.4108732986110437,0.14547667032161354,3,kg,PCR,2778/5567/5332,GNAS/PRKACB/PLCB4
hsa05323,Rheumatoid arthritis,3/169,90/7431,0.3361690624999448,0.4108732986110437,0.14547667032161354,3,kg,PCR,3576/7124/7422,CXCL8/TNF/VEGFA
hsa01210,2-Oxocarboxylic acid metabolism,1/169,18/7431,0.3393776324441736,0.41250319965590165,0.14605376447146756,1,kg,PCR,3417,IDH1
hsa04070,Phosphatidylinositol signaling system,3/169,99/7431,0.3922422635398777,0.4741389998833686,0.1678769664658817,3,kg,PCR,5336/5332/5291,PLCG2/PLCB4/PIK3CB
hsa00240,Pyrimidine metabolism,3/169,101/7431,0.4045683529310554,0.48636632592804474,0.1722062589410302,3,kg,PCR,5433/57804/5424,POLR2D/POLD4/POLD1
hsa04723,Retrograde endocannabinoid signaling,4/169,148/7431,0.4358574887848542,0.5211339539818909,0.18451632820411448,4,kg,PCR,776/5595/5567/5332,CACNA1D/MAPK3/PRKACB/PLCB4
hsa04950,Maturity onset diabetes of the young,1/169,26/7431,0.450724143109135,0.5331145778710199,0.18875827159069605,1,kg,PCR,3087,HHEX
hsa05016,Huntington's disease,5/169,193/7431,0.4485558977866341,0.5331145778710199,0.18875827159069605,5,kg,PCR,25942/3066/5433/5332/9586,SIN3A/HDAC2/POLR2D/PLCB4/CREB5
hsa04976,Bile secretion,2/169,71/7431,0.48300762968189337,0.5682442702139923,0.20119653586524125,2,kg,PCR,2778/5567,GNAS/PRKACB
hsa04392,Hippo signaling pathway - multiple species,1/169,29/7431,0.4874846395693363,0.5704607484322021,0.20198131762671268,1,kg,PCR,4771,NF2
hsa00020,Citrate cycle (TCA cycle),1/169,30/7431,0.4991862196710358,0.5810633244848036,0.20573533976973907,1,kg,PCR,3417,IDH1
hsa03020,RNA polymerase,1/169,31/7431,0.510622178173346,0.5881511999902415,0.2082449224845831,1,kg,PCR,5433,POLR2D
hsa05310,Asthma,1/169,31/7431,0.510622178173346,0.5881511999902415,0.2082449224845831,1,kg,PCR,7124,TNF
hsa04141,Protein processing in endoplasmic reticulum,4/169,165/7431,0.5202572134850085,0.5961280571182389,0.21106926424282144,4,kg,PCR,596/8454/6500/3306,BCL2/CUL1/SKP1/HSPA2
