ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
hsa04915,Estrogen signaling pathway,11/168,137/7431,2.565345267092522e-4,7.838554982782706e-4,2.737868486809271e-4,11,kg,PCR,596/1956/5595/6654/2778/5567/5332/4893/9586/3306/5291,BCL2/EGFR/MAPK3/SOS1/GNAS/PRKACB/PLCB4/NRAS/CREB5/HSPA2/PIK3CB
hsa04630,Jak-STAT signaling pathway,12/168,162/7431,2.865672842822567e-4,8.636274320835133e-4,3.016497729286913e-4,12,kg,PCR,596/1956/6654/595/5618/53832/3559/8835/2057/8651/5291/6774,BCL2/EGFR/SOS1/CCND1/PRLR/IL20RA/IL2RA/SOCS2/EPOR/SOCS1/PIK3CB/STAT3
hsa05146,Amoebiasis,9/168,96/7431,2.9928555449697746e-4,8.897678647207438e-4,3.107801632756665e-4,9,kg,PCR,3576/7124/2778/5567/5332/3918/3315/5291/3911,CXCL8/TNF/GNAS/PRKACB/PLCB4/LAMC2/HSPB1/PIK3CB/LAMA5
hsa04660,T cell receptor signaling pathway,9/168,101/7431,4.377622320843503e-4,0.0012841025474474275,4.4851428690747473e-4,9,kg,PCR,3551/5534/5595/6654/7124/5532/4893/1019/5291,IKBKB/PPP3R1/MAPK3/SOS1/TNF/PPP3CB/NRAS/CDK4/PIK3CB
hsa04114,Oocyte meiosis,10/168,124/7431,4.7332005684510594e-4,0.0013523430195574455,4.723494757305911e-4,10,kg,PCR,3480/898/8454/6500/10459/5534/5595/5567/5532/9088,IGF1R/CCNE1/CUL1/SKP1/MAD2L2/PPP3R1/MAPK3/PRKACB/PPP3CB/PKMYT1
hsa05142,Chagas disease (American trypanosomiasis),9/168,102/7431,4.7096416027976953e-4,0.0013523430195574455,4.723494757305911e-4,9,kg,PCR,3551/5595/3576/7124/2778/5332/4088/5291/4615,IKBKB/MAPK3/CXCL8/TNF/GNAS/PLCB4/SMAD3/PIK3CB/MYD88
hsa04927,Cortisol synthesis and secretion,7/168,64/7431,5.595975335473997e-4,0.0015783520176977943,5.512904176647799e-4,7,kg,PCR,776/5087/8912/2778/5567/5332/9586,CACNA1D/PBX1/CACNA1H/GNAS/PRKACB/PLCB4/CREB5
hsa03420,Nucleotide excision repair,6/168,47/7431,6.081971098818914e-4,0.0016745900290865052,5.849046513077267e-4,6,kg,PCR,5983/4331/1643/7507/5424/57804,RFC3/MNAT1/DDB2/XPA/POLD1/POLD4
hsa04140,Autophagy - animal,10/168,128/7431,6.089418287587292e-4,0.0016745900290865052,5.849046513077267e-4,10,kg,PCR,596/3480/3667/5595/22800/5567/4893/5563/5291/6794,BCL2/IGF1R/IRS1/MAPK3/RRAS2/PRKACB/NRAS/PRKAA2/PIK3CB/STK11
hsa04928,"Parathyroid hormone synthesis, secretion and action",9/168,106/7431,6.251749939882253e-4,0.0016980061565112293,5.930834900733003e-4,9,kg,PCR,2625/596/1956/5595/2778/5337/5567/5332/9586,GATA3/BCL2/EGFR/MAPK3/GNAS/PLD1/PRKACB/PLCB4/CREB5
hsa04012,ErbB signaling pathway,8/168,85/7431,6.329073904950456e-4,0.001698044218401342,5.930967844176937e-4,8,kg,PCR,2064/1956/5595/6654/5336/1027/4893/5291,ERBB2/EGFR/MAPK3/SOS1/PLCG2/CDKN1B/NRAS/PIK3CB
hsa04659,Th17 cell differentiation,9/168,107/7431,6.69573435739047e-4,0.0017747729621998836,6.198967762707728e-4,9,kg,PCR,2625/3551/5534/5595/3559/3556/5532/4088/6774,GATA3/IKBKB/PPP3R1/MAPK3/IL2RA/IL1RAP/PPP3CB/SMAD3/STAT3
hsa05144,Malaria,6/168,49/7431,7.631011798354139e-4,0.0019985983281403698,6.980750141351532e-4,6,kg,PCR,7060/4233/3082/3576/7124/4615,THBS4/MET/HGF/CXCL8/TNF/MYD88
hsa03410,Base excision repair,5/168,33/7431,7.907185503095334e-4,0.0020420583481241374,7.132548297275695e-4,5,kg,PCR,5423/2237/5424/57804/4913,POLB/FEN1/POLD1/POLD4/NTHL1
hsa04540,Gap junction,8/168,88/7431,7.982591724485263e-4,0.0020420583481241374,7.132548297275695e-4,8,kg,PCR,1956/5595/6654/80310/2778/5567/5332/4893,EGFR/MAPK3/SOS1/PDGFD/GNAS/PRKACB/PLCB4/NRAS
hsa04211,Longevity regulating pathway,8/168,89/7431,8.605129293633477e-4,0.0021760097064360516,7.600416677982382e-4,8,kg,PCR,3480/3667/5567/4893/5563/9586/5291/6794,IGF1R/IRS1/PRKACB/NRAS/PRKAA2/CREB5/PIK3CB/STK11
hsa05414,Dilated cardiomyopathy (DCM),8/168,90/7431,9.26608558441026e-4,0.002316521396102565,8.091199134712311e-4,8,kg,PCR,3691/776/3696/7124/2778/5567/3655/781,ITGB4/CACNA1D/ITGB8/TNF/GNAS/PRKACB/ITGA6/CACNA2D1
hsa04910,Insulin signaling pathway,10/168,137/7431,0.0010341139886040564,0.0025562368257628356,8.92848269285584e-4,10,kg,PCR,3551/3667/5595/6654/8835/5567/4893/5563/8651/5291,IKBKB/IRS1/MAPK3/SOS1/SOCS2/PRKACB/NRAS/PRKAA2/SOCS1/PIK3CB
hsa05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),7/168,72/7431,0.0011408403453724682,0.0027887208442438113,9.74050821195207e-4,7,kg,PCR,83439/3691/776/51176/3696/3655/781,TCF7L1/ITGB4/CACNA1D/LEF1/ITGB8/ITGA6/CACNA2D1
hsa04064,NF-kappa B signaling pathway,8/168,95/7431,0.001320820706434438,0.003193192916654685,0.0011153257555779525,8,kg,PCR,596/3551/3576/5336/7124/7128/6850/4615,BCL2/IKBKB/CXCL8/PLCG2/TNF/TNFAIP3/SYK/MYD88
hsa04071,Sphingolipid signaling pathway,9/168,118/7431,0.0013512975251660396,0.0032313636471361816,0.001128658115985365,9,kg,PCR,596/5595/637/7124/5881/5337/5332/4893/5291,BCL2/MAPK3/BID/TNF/RAC3/PLD1/PLCB4/NRAS/PIK3CB
hsa04722,Neurotrophin signaling pathway,9/168,119/7431,0.001434038498109284,0.0033923491353122846,0.0011848874970229511,9,kg,PCR,596/3551/3667/5595/6654/4214/5336/4893/5291,BCL2/IKBKB/IRS1/MAPK3/SOS1/MAP3K1/PLCG2/NRAS/PIK3CB
hsa04024,cAMP signaling pathway,12/168,198/7431,0.0017047483254772882,0.00395037193548751,0.0013797949822516185,12,kg,PCR,776/5595/22800/6662/5727/2778/5881/5337/5567/2737/9586/5291,CACNA1D/MAPK3/RRAS2/SOX9/PTCH1/GNAS/RAC3/PLD1/PRKACB/GLI3/CREB5/PIK3CB
hsa04914,Progesterone-mediated oocyte maturation,8/168,99/7431,0.0017237986627581861,0.00395037193548751,0.0013797949822516185,8,kg,PCR,3480/993/10459/5595/890/5567/9088/5291,IGF1R/CDC25A/MAD2L2/MAPK3/CCNA2/PRKACB/PKMYT1/PIK3CB
hsa05231,Choline metabolism in cancer,8/168,99/7431,0.0017237986627581861,0.00395037193548751,0.0013797949822516185,8,kg,PCR,1956/5595/6654/80310/5881/5337/4893/5291,EGFR/MAPK3/SOS1/PDGFD/RAC3/PLD1/NRAS/PIK3CB
hsa03440,Homologous recombination,5/168,41/7431,0.0021585171589361923,0.0048956059274841476,0.0017099484818485302,5,kg,PCR,675/10111/5424/57804/83990,BRCA2/RAD50/POLD1/POLD4/BRIP1
hsa04380,Osteoclast differentiation,9/168,128/7431,0.0023778220501831115,0.005337967867758005,0.0018644576762982508,9,kg,PCR,3551/5534/5595/5336/7124/5532/8651/6850/5291,IKBKB/PPP3R1/MAPK3/PLCG2/TNF/PPP3CB/SOCS1/SYK/PIK3CB
hsa05410,Hypertrophic cardiomyopathy (HCM),7/168,83/7431,0.002613490251493359,0.005807756114429687,0.0020285463940352497,7,kg,PCR,3691/776/3696/7124/3655/5563/781,ITGB4/CACNA1D/ITGB8/TNF/ITGA6/PRKAA2/CACNA2D1
hsa03450,Non-homologous end-joining,3/168,13/7431,0.002747347029690659,0.0060441634653194505,0.002111119296499138,3,kg,PCR,10111/2237/5591,RAD50/FEN1/PRKDC
hsa05160,Hepatitis C,9/168,131/7431,0.0027840244554403863,0.0060642116851176734,0.00211812178475402,9,kg,PCR,3551/1956/5595/6654/3576/7124/4893/5291/6774,IKBKB/EGFR/MAPK3/SOS1/CXCL8/TNF/NRAS/PIK3CB/STAT3
hsa04810,Regulation of actin cytoskeleton,12/168,214/7431,0.0032554900648362156,0.0070216452378820335,0.0024525363749540122,12,kg,PCR,3691/1956/5595/6654/22800/3696/80310/5881/4893/3655/2261/5291,ITGB4/EGFR/MAPK3/SOS1/RRAS2/ITGB8/PDGFD/RAC3/NRAS/ITGA6/FGFR3/PIK3CB
hsa04924,Renin secretion,6/168,65/7431,0.0033489434539574056,0.007153083105540089,0.0024984452952364913,6,kg,PCR,776/5534/2778/5567/5532/5332,CACNA1D/PPP3R1/GNAS/PRKACB/PPP3CB/PLCB4
hsa04725,Cholinergic synapse,8/168,112/7431,0.0037388747410247555,0.007909158106013905,0.002762528907842178,8,kg,PCR,596/776/5595/5567/5332/4893/9586/5291,BCL2/CACNA1D/MAPK3/PRKACB/PLCB4/NRAS/CREB5/PIK3CB
hsa04720,Long-term potentiation,6/168,67/7431,0.0038991820119033322,0.008169714691606982,0.0028535367104655968,6,kg,PCR,5534/5595/5567/5532/5332/4893,PPP3R1/MAPK3/PRKACB/PPP3CB/PLCB4/NRAS
hsa04724,Glutamatergic synapse,8/168,114/7431,0.004166181322481772,0.008631742343252338,0.003014914789748425,8,kg,PCR,776/5534/5595/2778/5337/5567/5532/5332,CACNA1D/PPP3R1/MAPK3/GNAS/PLD1/PRKACB/PPP3CB/PLCB4
hsa05031,Amphetamine addiction,6/168,68/7431,0.004198165594218183,0.008631742343252338,0.003014914789748425,6,kg,PCR,776/5534/2778/5567/5532/9586,CACNA1D/PPP3R1/GNAS/PRKACB/PPP3CB/CREB5
hsa04920,Adipocytokine signaling pathway,6/168,69/7431,0.00451377774503003,0.009194732443579691,0.0032115572649823805,6,kg,PCR,3551/3667/7124/5563/6774/6794,IKBKB/IRS1/TNF/PRKAA2/STAT3/STK11
hsa04152,AMPK signaling pathway,8/168,120/7431,0.0056767359689591365,0.011353471937918273,0.003965566753435569,8,kg,PCR,3480/3667/595/890/5563/9586/5291/6794,IGF1R/IRS1/CCND1/CCNA2/PRKAA2/CREB5/PIK3CB/STK11
hsa05014,Amyotrophic lateral sclerosis (ALS),5/168,51/7431,0.005645267994506475,0.011353471937918273,0.003965566753435569,5,kg,PCR,596/5534/637/7124/5532,BCL2/PPP3R1/BID/TNF/PPP3CB
hsa04020,Calcium signaling pathway,10/168,182/7431,0.00809155496798874,0.015894125829977884,0.005551536773150171,10,kg,PCR,2064/776/1956/5534/8912/5336/2778/5567/5532/5332,ERBB2/CACNA1D/EGFR/PPP3R1/CACNA1H/PLCG2/GNAS/PRKACB/PPP3CB/PLCB4
hsa04390,Hippo signaling pathway,9/168,154/7431,0.008024669864626572,0.015894125829977884,0.005551536773150171,9,kg,PCR,658/83439/51176/595/7473/4088/654/2535/4771,BMPR1B/TCF7L1/LEF1/CCND1/WNT3/SMAD3/BMP6/FZD2/NF2
hsa04922,Glucagon signaling pathway,7/168,103/7431,0.008571064844330843,0.016687028900467128,0.00582848377863206,7,kg,PCR,5534/2778/5567/5532/5332/5563/9586,PPP3R1/GNAS/PRKACB/PPP3CB/PLCB4/PRKAA2/CREB5
hsa04960,Aldosterone-regulated sodium reabsorption,4/168,37/7431,0.009310096582962656,0.017966853054840214,0.006275503698580554,4,kg,PCR,3667/5595/2810/5291,IRS1/MAPK3/SFN/PIK3CB
hsa00310,Lysine degradation,5/168,59/7431,0.010415956721493407,0.01968330684574064,0.0068750306207610865,5,kg,PCR,79723/2146/8085/58508/54904,SUV39H2/EZH2/KMT2D/KMT2C/NSD3
hsa04512,ECM-receptor interaction,6/168,82/7431,0.010375521600490547,0.01968330684574064,0.0068750306207610865,6,kg,PCR,3691/7060/3696/3655/3918/3911,ITGB4/THBS4/ITGB8/ITGA6/LAMC2/LAMA5
hsa04931,Insulin resistance,7/168,107/7431,0.010467940458871158,0.01968330684574064,0.0068750306207610865,7,kg,PCR,3551/3667/7124/5563/9586/5291/6774,IKBKB/IRS1/TNF/PRKAA2/CREB5/PIK3CB/STAT3
hsa04730,Long-term depression,5/168,60/7431,0.011160419895981261,0.020807562517931165,0.007267713223966387,5,kg,PCR,3480/5595/2778/5332/4893,IGF1R/MAPK3/GNAS/PLCB4/NRAS
hsa04120,Ubiquitin mediated proteolysis,8/168,137/7431,0.01224294375397054,0.022445396882279322,0.007839779772279381,8,kg,PCR,6502/8454/6500/4214/1643/23624/8651/55294,SKP2/CUL1/SKP1/MAP3K1/DDB2/CBLC/SOCS1/FBXW7
hsa04371,Apelin signaling pathway,8/168,137/7431,0.01224294375397054,0.022445396882279322,0.007839779772279381,8,kg,PCR,5595/595/22800/5567/5332/4893/5563/4088,MAPK3/CCND1/RRAS2/PRKACB/PLCB4/NRAS/PRKAA2/SMAD3
hsa05418,Fluid shear stress and atherosclerosis,8/168,139/7431,0.013279513773924652,0.02414457049804482,0.008433271035202259,8,kg,PCR,658/596/3551/7124/5881/7422/5563/5291,BMPR1B/BCL2/IKBKB/TNF/RAC3/VEGFA/PRKAA2/PIK3CB
hsa04530,Tight junction,9/168,170/7431,0.01473393165570952,0.026569384952918808,0.009280215796952502,9,kg,PCR,2064/776/595/4214/5567/5563/1019/6794/4771,ERBB2/CACNA1D/CCND1/MAP3K1/PRKACB/PRKAA2/CDK4/STK11/NF2
hsa05131,Shigellosis,5/168,65/7431,0.015430259253834478,0.027598837689785244,0.00963978541317858,5,kg,PCR,3551/10459/5595/3576/7307,IKBKB/MAD2L2/MAPK3/CXCL8/U2AF1
hsa04261,Adrenergic signaling in cardiomyocytes,8/168,144/7431,0.01615089819293045,0.028654819374554025,0.010008621121255713,8,kg,PCR,596/776/5595/2778/5567/5332/781/9586,BCL2/CACNA1D/MAPK3/GNAS/PRKACB/PLCB4/CACNA2D1/CREB5
hsa05120,Epithelial cell signaling in Helicobacter pylori infection,5/168,68/7431,0.01845492796494025,0.032480673218294835,0.011344924138447482,5,kg,PCR,3551/1956/4233/3576/5336,IKBKB/EGFR/MET/CXCL8/PLCG2
hsa05034,Alcoholism,9/168,180/7431,0.02063159282317248,0.03602341604045988,0.012582341487816135,9,kg,PCR,3066/3014/5595/6654/79885/2778/4893/9586/8358,HDAC2/H2AFX/MAPK3/SOS1/HDAC11/GNAS/NRAS/CREB5/HIST1H3B
hsa04611,Platelet activation,7/168,123/7431,0.021167945430608796,0.03624662196477017,0.012660303365685277,7,kg,PCR,5595/5336/2778/5567/5332/6850/5291,MAPK3/PLCG2/GNAS/PRKACB/PLCB4/SYK/PIK3CB
hsa04713,Circadian entrainment,6/168,96/7431,0.021253701061160694,0.03624662196477017,0.012660303365685277,6,kg,PCR,776/5595/8912/2778/5567/5332,CACNA1D/MAPK3/CACNA1H/GNAS/PRKACB/PLCB4
hsa04925,Aldosterone synthesis and secretion,6/168,96/7431,0.021253701061160694,0.03624662196477017,0.012660303365685277,6,kg,PCR,776/8912/2778/5567/5332/9586,CACNA1D/CACNA1H/GNAS/PRKACB/PLCB4/CREB5
hsa04640,Hematopoietic cell lineage,6/168,97/7431,0.022245104327415718,0.037358190473522575,0.013048554567306933,6,kg,PCR,4254/7124/3559/3655/2057/3815,KITLG/TNF/IL2RA/ITGA6/EPOR/KIT
hsa04750,Inflammatory mediator regulation of TRP channels,6/168,97/7431,0.022245104327415718,0.037358190473522575,0.013048554567306933,6,kg,PCR,5336/2778/3556/5567/5332/5291,PLCG2/GNAS/IL1RAP/PRKACB/PLCB4/PIK3CB
hsa04062,Chemokine signaling pathway,9/168,185/7431,0.024148231578995698,0.04012472810068826,0.014014857183493988,9,kg,PCR,3551/5595/6654/3576/5567/5332/4893/5291/6774,IKBKB/MAPK3/SOS1/CXCL8/PRKACB/PLCB4/NRAS/PIK3CB/STAT3
hsa04913,Ovarian steroidogenesis,4/168,49/7431,0.024257221988143358,0.04012472810068826,0.014014857183493988,4,kg,PCR,3480/2778/5567/654,IGF1R/GNAS/PRKACB/BMP6
hsa04620,Toll-like receptor signaling pathway,6/168,104/7431,0.030066926337528256,0.04936361040489714,0.017241835213193737,6,kg,PCR,3551/5595/3576/7124/5291/4615,IKBKB/MAPK3/CXCL8/TNF/PIK3CB/MYD88
hsa04710,Circadian rhythm,3/168,31/7431,0.032104131718576935,0.052317844282125374,0.01827369680667537,3,kg,PCR,8454/6500/5563,CUL1/SKP1/PRKAA2
hsa04923,Regulation of lipolysis in adipocytes,4/168,54/7431,0.03322022674161256,0.053738602082020324,0.018769942354007103,4,kg,PCR,3667/2778/5567/5291,IRS1/GNAS/PRKACB/PIK3CB
hsa04210,Apoptosis,7/168,136/7431,0.03419099528789168,0.05490524790756328,0.019177431087330717,7,kg,PCR,596/3551/5595/637/7124/4893/5291,BCL2/IKBKB/MAPK3/BID/TNF/NRAS/PIK3CB
hsa05134,Legionellosis,4/168,55/7431,0.03521568924265536,0.056140953865102754,0.01960904130216508,4,kg,PCR,3576/7124/3306/4615,CXCL8/TNF/HSPA2/MYD88
hsa04621,NOD-like receptor signaling pathway,8/168,168/7431,0.03636609523661016,0.05755784857592975,0.020103937540874986,8,kg,PCR,596/3551/5595/3576/7124/5332/7128/4615,BCL2/IKBKB/MAPK3/CXCL8/TNF/PLCB4/TNFAIP3/MYD88
hsa04668,TNF signaling pathway,6/168,110/7431,0.03805766044289867,0.05980489498169791,0.020888791070162428,6,kg,PCR,3551/5595/7124/9586/7128/5291,IKBKB/MAPK3/TNF/CREB5/TNFAIP3/PIK3CB
hsa05010,Alzheimer's disease,8/168,171/7431,0.0397340287640039,0.061559762873808856,0.02150173535783755,8,kg,PCR,776/83464/5534/5595/637/7124/5532/5332,CACNA1D/APH1B/PPP3R1/MAPK3/BID/TNF/PPP3CB/PLCB4
hsa05164,Influenza A,8/168,171/7431,0.0397340287640039,0.061559762873808856,0.02150173535783755,8,kg,PCR,3551/5595/3576/7124/7113/3306/5291/4615,IKBKB/MAPK3/CXCL8/TNF/TMPRSS2/HSPA2/PIK3CB/MYD88
hsa04911,Insulin secretion,5/168,85/7431,0.042913106996679586,0.0660201646102763,0.023059674720335738,5,kg,PCR,776/2778/5567/5332/9586,CACNA1D/GNAS/PRKACB/PLCB4/CREB5
hsa05020,Prion diseases,3/168,35/7431,0.04380291983345147,0.06645960250592636,0.023213162597763758,3,kg,PCR,4851/5595/5567,NOTCH1/MAPK3/PRKACB
hsa05143,African trypanosomiasis,3/168,35/7431,0.04380291983345147,0.06645960250592636,0.023213162597763758,3,kg,PCR,7124/5332/4615,TNF/PLCB4/MYD88
hsa04726,Serotonergic synapse,6/168,115/7431,0.045666010470816684,0.06881179659986075,0.024034742353061418,6,kg,PCR,776/5595/2778/5567/5332/4893,CACNA1D/MAPK3/GNAS/PRKACB/PLCB4/NRAS
hsa05152,Tuberculosis,8/168,179/7431,0.04971780354213741,0.07440759713789273,0.02598925641658454,8,kg,PCR,596/5534/5595/637/7124/5532/6850/4615,BCL2/PPP3R1/MAPK3/BID/TNF/PPP3CB/SYK/MYD88
hsa04932,Non-alcoholic fatty liver disease (NAFLD),7/168,149/7431,0.05169916333626443,0.0768501076620147,0.026842382102043413,7,kg,PCR,3551/3667/3576/637/7124/5563/5291,IKBKB/IRS1/CXCL8/BID/TNF/PRKAA2/PIK3CB
hsa04666,Fc gamma R-mediated phagocytosis,5/168,91/7431,0.05472218227457073,0.08079785302285611,0.02822125966827032,5,kg,PCR,5595/5336/5337/6850/5291,MAPK3/PLCG2/PLD1/SYK/PIK3CB
hsa04657,IL-17 signaling pathway,5/168,93/7431,0.05903790438226527,0.08601548982846595,0.03004368783482304,5,kg,PCR,3551/5595/3576/7124/7128,IKBKB/MAPK3/CXCL8/TNF/TNFAIP3
hsa05321,Inflammatory bowel disease (IBD),4/168,65/7431,0.058923720722504236,0.08601548982846595,0.03004368783482304,4,kg,PCR,2625/7124/4088/6774,GATA3/TNF/SMAD3/STAT3
hsa04622,RIG-I-like receptor signaling pathway,4/168,70/7431,0.07330338163567297,0.10609699973584247,0.037057803735485645,4,kg,PCR,3551/4214/3576/7124,IKBKB/MAP3K1/CXCL8/TNF
hsa04022,cGMP-PKG signaling pathway,7/168,163/7431,0.07595458962518915,0.10861038462537712,0.03793568458206952,7,kg,PCR,776/3667/5534/5595/5532/5332/9586,CACNA1D/IRS1/PPP3R1/MAPK3/PPP3CB/PLCB4/CREB5
hsa04728,Dopaminergic synapse,6/168,131/7431,0.07602726923776398,0.10861038462537712,0.03793568458206952,6,kg,PCR,776/2778/5567/5532/5332/9586,CACNA1D/GNAS/PRKACB/PPP3CB/PLCB4/CREB5
hsa04962,Vasopressin-regulated water reabsorption,3/168,44/7431,0.07666289723171334,0.10881185413533506,0.03800605431521273,3,kg,PCR,2778/5567/9586,GNAS/PRKACB/CREB5
hsa04918,Thyroid hormone synthesis,4/168,74/7431,0.08597319450700854,0.12124424866373,0.04234846962895833,4,kg,PCR,2778/5567/5332/9586,GNAS/PRKACB/PLCB4/CREB5
hsa04961,Endocrine and other factor-regulated calcium reabsorption,3/168,47/7431,0.08946094871762386,0.12535929119667036,0.04378578113567914,3,kg,PCR,2778/5567/5332,GNAS/PRKACB/PLCB4
hsa05133,Pertussis,4/168,76/7431,0.09268308627965423,0.12905239861724008,0.045075718177313526,4,kg,PCR,5595/3576/7124/4615,MAPK3/CXCL8/TNF/MYD88
hsa05030,Cocaine addiction,3/168,49/7431,0.09845685311049793,0.13622960807741852,0.04758259038110791,3,kg,PCR,2778/5567/9586,GNAS/PRKACB/CREB5
hsa05110,Vibrio cholerae infection,3/168,50/7431,0.10308713900842695,0.14174481613658704,0.04950895491852084,3,kg,PCR,5336/2778/5567,PLCG2/GNAS/PRKACB
hsa04060,Cytokine-cytokine receptor interaction,10/168,294/7431,0.1287545848658028,0.17593794205264976,0.06145200846815041,10,kg,PCR,658/3576/91/7124/5618/53832/3559/3556/2057/654,BMPR1B/CXCL8/ACVR1B/TNF/PRLR/IL20RA/IL2RA/IL1RAP/EPOR/BMP6
hsa04270,Vascular smooth muscle contraction,5/168,121/7431,0.13861971165566156,0.18824899113731816,0.0657520399666231,5,kg,PCR,776/5595/2778/5567/5332,CACNA1D/MAPK3/GNAS/PRKACB/PLCB4
hsa04714,Thermogenesis,8/168,229/7431,0.14694033851684757,0.1983243832742728,0.06927119607187521,8,kg,PCR,6654/6598/6597/2778/5567/4893/5563/9586,SOS1/SMARCB1/SMARCA4/GNAS/PRKACB/NRAS/PRKAA2/CREB5
hsa05416,Viral myocarditis,3/168,59/7431,0.14830139977788406,0.198940902141064,0.06948653519759651,3,kg,PCR,595/637/5881,CCND1/BID/RAC3
hsa01523,Antifolate resistance,2/168,31/7431,0.15464575994237614,0.20619434658983485,0.07202003493329162,2,kg,PCR,3551/7124,IKBKB/TNF
hsa04217,Necroptosis,6/168,162/7431,0.16028663618130515,0.21242807204751285,0.07419736487783941,6,kg,PCR,596/3014/637/7124/7128/6774,BCL2/H2AFX/BID/TNF/TNFAIP3/STAT3
hsa04215,Apoptosis - multiple species,2/168,33/7431,0.17069078807093543,0.2248621160215916,0.07854035631376166,2,kg,PCR,596/637,BCL2/BID
hsa04137,Mitophagy - animal,3/168,65/7431,0.18140266871756186,0.2375511137968072,0.08297239859888483,3,kg,PCR,22800/4893/1869,RRAS2/NRAS/E2F1
hsa04144,Endocytosis,8/168,244/7431,0.1872585069738626,0.24376847061686255,0.08514401126809076,8,kg,PCR,3480/1956/3559/5337/23624/4088/3306/2261,IGF1R/EGFR/IL2RA/PLD1/CBLC/SMAD3/HSPA2/FGFR3
hsa00562,Inositol phosphate metabolism,3/168,73/7431,0.22818723243776753,0.29530112433122857,0.10314345490995067,3,kg,PCR,5336/5332/5291,PLCG2/PLCB4/PIK3CB
hsa05100,Bacterial invasion of epithelial cells,3/168,74/7431,0.23419627629399672,0.2995533766551121,0.10462869136757504,3,kg,PCR,4233/10459/5291,MET/MAD2L2/PIK3CB
hsa05140,Leishmaniasis,3/168,74/7431,0.23419627629399672,0.2995533766551121,0.10462869136757504,3,kg,PCR,5595/7124/4615,MAPK3/TNF/MYD88
hsa04971,Gastric acid secretion,3/168,75/7431,0.24023372591234227,0.3043417726892353,0.10630119333164681,3,kg,PCR,2778/5567/5332,GNAS/PRKACB/PLCB4
hsa05168,Herpes simplex infection,6/168,185/7431,0.2407066747633043,0.3043417726892353,0.10630119333164681,6,kg,PCR,6502/3551/8454/6500/7124/4615,SKP2/IKBKB/CUL1/SKP1/TNF/MYD88
hsa04973,Carbohydrate digestion and absorption,2/168,44/7431,0.2622402032796698,0.3296733984087277,0.1151490817408475,2,kg,PCR,776/5291,CACNA1D/PIK3CB
hsa00270,Cysteine and methionine metabolism,2/168,45/7431,0.2706777395358353,0.3383471744197941,0.11817867814662666,2,kg,PCR,1788/1786,DNMT3A/DNMT1
hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate,1/168,14/7431,0.2741618512487677,0.3407661427950785,0.11902358097627146,1,kg,PCR,2530,FUT8
hsa05132,Salmonella infection,3/168,86/7431,0.30793433210570165,0.380592994737384,0.13293439529104803,3,kg,PCR,5595/3576/4615,MAPK3/CXCL8/MYD88
hsa04970,Salivary secretion,3/168,90/7431,0.33283369634317506,0.4067967399749918,0.14208689960848994,3,kg,PCR,2778/5567/5332,GNAS/PRKACB/PLCB4
hsa05323,Rheumatoid arthritis,3/168,90/7431,0.33283369634317506,0.4067967399749918,0.14208689960848994,3,kg,PCR,3576/7124/7422,CXCL8/TNF/VEGFA
hsa01210,2-Oxocarboxylic acid metabolism,1/168,18/7431,0.33773633463658126,0.4105082520444634,0.1433832650681619,1,kg,PCR,3417,IDH1
hsa04070,Phosphatidylinositol signaling system,3/168,99/7431,0.38861806356029993,0.46975809880915376,0.16407818762233603,3,kg,PCR,5336/5332/5291,PLCG2/PLCB4/PIK3CB
hsa00240,Pyrimidine metabolism,3/168,101/7431,0.4008900877153383,0.48194436774521543,0.16833463562392695,3,kg,PCR,5433/5424/57804,POLR2D/POLD1/POLD4
hsa04723,Retrograde endocannabinoid signaling,4/168,148/7431,0.4313849915093534,0.5157864028916181,0.18015505938319679,4,kg,PCR,776/5595/5567/5332,CACNA1D/MAPK3/PRKACB/PLCB4
hsa05016,Huntington's disease,5/168,193/7431,0.44344040394352424,0.5273345344193262,0.18418861728521924,5,kg,PCR,25942/3066/5433/5332/9586,SIN3A/HDAC2/POLR2D/PLCB4/CREB5
hsa04950,Maturity onset diabetes of the young,1/168,26/7431,0.44875078781285715,0.5307805017141322,0.1853922326561323,1,kg,PCR,3087,HHEX
hsa04976,Bile secretion,2/168,71/7431,0.4798805270244664,0.564565325911137,0.19719267364360288,2,kg,PCR,2778/5567,GNAS/PRKACB
hsa04392,Hippo signaling pathway - multiple species,1/168,29/7431,0.4854300438473994,0.5680564342895099,0.19841205599585757,1,kg,PCR,4771,NF2
hsa00020,Citrate cycle (TCA cycle),1/168,30/7431,0.49710901610268643,0.5786454155692646,0.20211059969644174,1,kg,PCR,3417,IDH1
hsa03020,RNA polymerase,1/168,31/7431,0.5085244579746971,0.5857349777719025,0.2045868582648272,1,kg,PCR,5433,POLR2D
hsa05310,Asthma,1/168,31/7431,0.5085244579746971,0.5857349777719025,0.2045868582648272,1,kg,PCR,7124,TNF
hsa04141,Protein processing in endoplasmic reticulum,4/168,165/7431,0.5155593243753255,0.5907450591800604,0.20633679100547567,4,kg,PCR,596/8454/6500/3306,BCL2/CUL1/SKP1/HSPA2
